code,uri,label,definition,name_en,name_fr,name_es,name_ar,name_cn,name_ru,isscaap_group_code,taxon_scientific_name,taxon_code,taxon_author,taxon_family,taxon_order
FGM,,Agile frog,Rana dalmatina,Agile frog,Grenouille agile,,,,,71,Rana dalmatina,512001000111,Bonaparte 1840,RANIDAE,ANURA
FGK,,European frog,Rana esculenta,European frog,Grenouille commune,,,,,71,Rana esculenta,512001000112,Linnaeus 1758,RANIDAE,ANURA
FGL,,,Rana lessonae,,Grenouille de Lessona,,,,,71,Rana lessonae,512001000113,Camerano 1882,RANIDAE,ANURA
FGI,,European green frog,Rana ridibunda,European green frog,Grenouille rieuse,,,,,71,Rana ridibunda,512001000114,Pallas 1771,RANIDAE,ANURA
FGT,,Common frog,Rana temporaria,Common frog,Grenouille rousse,,,,,71,Rana temporaria,512001000115,Linnaeus 1758,RANIDAE,ANURA
FGC,,Greek frog,Rana graeca,Greek frog,,,,,,71,Rana graeca,512001000116,Boulenger 1891,RANIDAE,ANURA
FOE,,,Rana latastei,,,,,,,71,Rana latastei,512001000117,Boulenger 1879,RANIDAE,ANURA
RLG,,Red-legged frog,Rana aurora,Red-legged frog,,,,,,71,Rana aurora,512001000118,Baird & Girard 1852,RANIDAE,ANURA
FOK,,American bull frog,Rana catesbeiana,American bull frog,Grenouille-taureau américaine,Rana toro americana,ضِفضعة-ثور أمريكية,牛蛙,,71,Rana catesbeiana,512001000119,Shaw 1802,RANIDAE,ANURA
FGY,,Pig frog,Rana grylio,Pig frog,,,,,,71,Rana grylio,512001000120,Stejneger 1901,RANIDAE,ANURA
FGP,,Northern leopard frog,Rana pipiens,Northern leopard frog,,,,,,71,Rana pipiens,512001000121,Schreber 1782,RANIDAE,ANURA
FRQ,,River frog,Rana heckscheri,River frog,,,,,,71,Rana heckscheri,512001000122,Wright 1924,RANIDAE,ANURA
FRG,,Frogs,Rana spp,Frogs,Grenouilles,Ranas,ضفادع,蛙属未定种,,71,Rana spp,5120010001XX,,RANIDAE,ANURA
KUO,,,Conraua goliath,,,,,,,71,Conraua goliath,512001000201,(Boulenger 1906),RANIDAE,ANURA
YXD,,African bull frog,Pyxicephalus adspersus,African bull frog,,,,非洲牛蛙,,71,Pyxicephalus adspersus,512001000301,Tschudi 1838,RANIDAE,ANURA
XHY,,Dark-spotted frog,Pelophylax nigromaculatus,Dark-spotted frog,,,,黑斑侧褶蛙,,71,Pelophylax nigromaculatus,512001000401,(Hallowell 1861),RANIDAE,ANURA
XUM,,,Xenopus muelleri,,,,,,,71,Xenopus muelleri,512002000101,(Peters 1844),PIPIDAE,ANURA
XUL,,African clawed frog,Xenopus laevis,African clawed frog,Xénope lisse,,,,,71,Xenopus laevis,512002000102,(Daudin 1802),PIPIDAE,ANURA
YUC,,,Leptodactylus ocellatus,,,,,,,71,Leptodactylus ocellatus,512003000101,(Linnaeus 1758),LEPTODACTYLIDAE,ANURA
YUE,,,Leptodactylus pentadactylus,,,,,,,71,Leptodactylus pentadactylus,512003000102,(Laurenti 1768),LEPTODACTYLIDAE,ANURA
CVC,,Chilean frog,Caudiverbera caudiverbera,Chilean frog,,,,,,71,Caudiverbera caudiverbera,512003000201,(Linnaeus 1758),LEPTODACTYLIDAE,ANURA
FQC,,,Telmatobius culeus,,,,,,,71,Telmatobius culeus,512003000301,(Garman 1875),LEPTODACTYLIDAE,ANURA
GFO,,,Glyphoglossus molossus,,,,,,,71,Glyphoglossus molossus,512004000101,Günther 1868,MICROHYLIDAE,ANURA
KBU,,Giant spiny-chested frog,Quasipaa spinosa,Giant spiny-chested frog,,,,棘胸蛙(石蛙),,71,Quasipaa spinosa,512005000101,(David 1875),DICROGLOSSIDAE,ANURA
ZHB,,East Asian bullfrog,Hoplobatrachus rugulosus,East Asian bullfrog,,,,虎皮蛙,,71,Hoplobatrachus rugulosus,512005000201,(Wiegmann 1834),DICROGLOSSIDAE,ANURA
FRT,,Indus valley bullfrog,Hoplobatrachus tigerinus,Indus valley bullfrog,,,,虎纹蛙,,71,Hoplobatrachus tigerinus,512005000202,(Daudin 1802),DICROGLOSSIDAE,ANURA
FOS,,Jerdon's bullfrog,Hoplobatrachus crassus,Jerdon's bullfrog,,,,,,71,Hoplobatrachus crassus,512005000203,(Jerdon 1854),DICROGLOSSIDAE,ANURA
AWD,,Chinese giant salamander,Andrias davidianus,Chinese giant salamander,,,,大鲵,,71,Andrias davidianus,515001000101,(Blanchard 1871),CRYPTOBRANCHIDAE,CAUDATA
DKK,,Leatherback turtle,Dermochelys coriacea,Leatherback turtle,Tortue luth,Tortuga laud,سُلحفاة بحريَّة,棱波龟,,72,Dermochelys coriacea,531001000101,(Vandelli 1761),DERMOCHELYIDAE,TESTUDINES
AYK,,Common slider,Trachemys scripta,Common slider,,,,,,72,Trachemys scripta,531006000101,(Schoepff 1792),EMYDIDAE,TESTUDINES
AYW,,Diamondback terrapin,Malaclemys terrapin,Diamondback terrapin,Tortue diamant,Tortuga espalda de diamante,السّلاحف الألماسيّة,菱纹背泥龟,,72,Malaclemys terrapin,531006002101,(Schoepff 1793),EMYDIDAE,TESTUDINES
LKY,,Kemp's ridley turtle,Lepidochelys kempii,Kemp's ridley turtle,Tortue de Kemp,Tortuga lora,سُلحفاة كِيمْب,印度洋丽龟,,72,Lepidochelys kempii,531007000101,(Garman 1880),CHELONIIDAE,TESTUDINES
LKV,,Olive ridley turtle,Lepidochelys olivacea,Olive ridley turtle,Tortue olivatre,Tortuga golfina,سُلحفاة زيتونية اللون,丽龟,,72,Lepidochelys olivacea,531007000102,(Eschscholtz 1829),CHELONIIDAE,TESTUDINES
FBT,,Flatback turtle,Natator depressus,Flatback turtle,Tortue plate,Tortuga plana de Australia,السلحفاة المُسَطَّحة,平背游龟,,72,Natator depressus,531007000201,(Garman 1880),CHELONIIDAE,TESTUDINES
KEZ,,Eastern Pacific green turtle,Chelonia agassizii,Eastern Pacific green turtle,Tortue verte du Pacifique est,Tortuga prieta,أللسلحفاة الخضراء لشرق المحيط الهادئ,红唇粗唇鲻,,72,Chelonia agassizii,531007000501,Bocourt 1868,CHELONIIDAE,TESTUDINES
TUG,,Green turtle,Chelonia mydas,Green turtle,Tortue verte,Tortuga verde,سلحفاة  خضراء، لجأة خضراء,绿海龟,,72,Chelonia mydas,531007000502,(Linnaeus 1758),CHELONIIDAE,TESTUDINES
TTH,,Hawksbill turtle,Eretmochelys imbricata,Hawksbill turtle,Tortue caret,Tortuga carey,سلحفاة بحريّة، لجأة سهفيّة,玳瑁,,72,Eretmochelys imbricata,531007001701,(Linnaeus 1766),CHELONIIDAE,TESTUDINES
TTL,,Loggerhead turtle,Caretta caretta,Loggerhead turtle,Caouane,Caguama,حَنْفاء,蠵龟,,72,Caretta caretta,531007001801,(Linnaeus 1758),CHELONIIDAE,TESTUDINES
TTS,,Chinese softshell turtle,Trionyx sinensis,Chinese softshell turtle,,,,中华鳖,,72,Trionyx sinensis,531011002401,Wiegmann 1834,TRIONYCHIDAE,TESTUDINES
NQH,,Wattle-necked softshell turtle,Palea steindachneri,Wattle-necked softshell turtle,,,,山瑞鳖,,72,Palea steindachneri,531011003001,(Siebenrock 1906),TRIONYCHIDAE,TESTUDINES
DSB,,Malayan softshell turtle,Dogania subplana,Malayan softshell turtle,,,,马来鳖,,72,Dogania subplana,531011003501,(Geoffroy Saint-Hilaire 1809),TRIONYCHIDAE,TESTUDINES
WQA,,Florida softshell turtle,Apalone ferox,Florida softshell turtle,,,,佛罗里达(珍珠)鳖,,72,Apalone ferox,531011003601,(Schneider 1783),TRIONYCHIDAE,TESTUDINES
WPE,,Arrau river turtle,Podocnemis expansa,Arrau river turtle,Podocnémide elargie,Charapa arrau,,,,72,Podocnemis expansa,531013000101,(Schweigger 1812),PODOCNEMIDIDAE,TESTUDINES
QYH,,Chinese stripe-necked turtle,Mauremys sinensis,Chinese stripe-necked turtle,,,,中华花龟(草龟),,72,Mauremys sinensis,531015000101,(Gray 1834),GEOEMYDIDAE,TESTUDINES
YRW,,Chinese pond turtle,Mauremys reevesii,Chinese pond turtle,,,,中华草龟,,72,Mauremys reevesii,531015000102,(Gray 1831),GEOEMYDIDAE,TESTUDINES
YWN,,Red-necked pond turtle,Mauremys nigricans,Red-necked pond turtle,,,,黑颈乌龟,,72,Mauremys nigricans,531015000103,(Gray 1834),GEOEMYDIDAE,TESTUDINES
TUL,,River and lake turtles nei,Testudinata,River and lake turtles nei,Tortues d'eau douce nca,Galápagos nep,,淡水龟鳖类,,72,Testudinata,5310XXXXXXXX029,,,TESTUDINES
TTX,,Marine turtles nei,Testudinata,Marine turtles nei,Tortues de mer nca,Tortugas de mar nep,,海龟类,,72,Testudinata,5310XXXXXXXX030,,,TESTUDINES
IMO,,Broad-nosed caiman,Caiman latirostris,Broad-nosed caiman,,,,宽吻凯门鳄,,73,Caiman latirostris,536001000101,(Daudin 1802),CROCODYLIDAE,CROCODILIA
IMY,,Paraguayan caiman,Caiman yacare,Paraguayan caiman,,,,巴拉圭凯门鳄,,73,Caiman yacare,536001000102,(Daudin 1802),CROCODYLIDAE,CROCODILIA
CAI,,Spectacled caiman,Caiman crocodilus,Spectacled caiman,Caïman à lunettes,Caimán de anteojos,تمساح كيمان,眼镜凯门鳄,,73,Caiman crocodilus,536001000103,(Linnaeus 1758),CROCODYLIDAE,CROCODILIA
AGM,,American alligator,Alligator mississippiensis,American alligator,Alligator américain,Caimán americano,أليغاتور،قاطور، تِمساح أمريكي,美国短吻鳄,,73,Alligator mississippiensis,536001000201,(Daudin 1803),CROCODYLIDAE,CROCODILIA
GTW,,Chinese alligator,Alligator sinensis,Chinese alligator,,,,扬子鳄,,73,Alligator sinensis,536001000202,Fauvel 1879,CROCODYLIDAE,CROCODILIA
CDP,,Estuarine crocodile,Crocodylus porosus,Estuarine crocodile,Crocodile d'estuaires,Cocodrilo estuarino,تِمساح المصبّات,湾鳄,,73,Crocodylus porosus,536001000301,Schneider 1801,CROCODYLIDAE,CROCODILIA
CDS,,Siamese crocodile,Crocodylus siamensis,Siamese crocodile,Crocodile siamois,Cocodrilo del Siam,تمساح  سياميّ,暹罗鳄,,73,Crocodylus siamensis,536001000302,Schneider 1801,CROCODYLIDAE,CROCODILIA
CRH,,Australian crocodile,Crocodylus johnstoni,Australian crocodile,Crocodile australien,Cocodrilo de Australia,,澳洲淡水鳄,,73,Crocodylus johnstoni,536001000303,Krefft 1873,CROCODYLIDAE,CROCODILIA
CRI,,Nile crocodile,Crocodylus niloticus,Nile crocodile,Crocodile du Nil,Cocodrilo del Nilo,تمساح النّيل,尼罗鳄,,73,Crocodylus niloticus,536001000304,Laurenti 1768,CROCODYLIDAE,CROCODILIA
CNG,,New Guinea crocodile,Crocodylus novaeguineae,New Guinea crocodile,Crocodile de Nouvelle-Guinée,Cocodrilo de Nueva Guinea,تِمساح غِينيا الجديدة,新几内亚鳄,,73,Crocodylus novaeguineae,536001000305,Schmidt 1928,CROCODYLIDAE,CROCODILIA
CMB,,Cuban crocodile,Crocodylus rhombifer,Cuban crocodile,Crocodile cubain,Cocodrilo de Cuba,تِمساح كوبا,古巴鳄,,73,Crocodylus rhombifer,536001000306,Cuvier 1807,CROCODYLIDAE,CROCODILIA
CME,,Morelet's crocodile,Crocodylus moreletii,Morelet's crocodile,Crocodile de Morelet,,,,,73,Crocodylus moreletii,536001000307,Bibron & Dumeril 1851,CROCODYLIDAE,CROCODILIA
YUU,,American crocodile,Crocodylus acutus,American crocodile,,,,,,73,Crocodylus acutus,536001000308,(Cuvier 1807),CROCODYLIDAE,CROCODILIA
YUK,,Slender-snouted crocodile,Crocodylus cataphractus,Slender-snouted crocodile,,,,,,73,Crocodylus cataphractus,536001000309,Cuvier 1825,CROCODYLIDAE,CROCODILIA
YUN,,Orinoco crocodile,Crocodylus intermedius,Orinoco crocodile,,,,,,73,Crocodylus intermedius,536001000310,Graves 1819,CROCODYLIDAE,CROCODILIA
YUQ,,Philippine crocodile,Crocodylus mindorensis,Philippine crocodile,,,,,,73,Crocodylus mindorensis,536001000311,Schmidt 1935,CROCODYLIDAE,CROCODILIA
KKU,,Mugger crocodile,Crocodylus palustris,Mugger crocodile,,,,,,73,Crocodylus palustris,536001000312,Lesson 1831,CROCODYLIDAE,CROCODILIA
OSW,,African dwarf crocodile,Osteolaemus tetraspis,African dwarf crocodile,,,,,,73,Osteolaemus tetraspis,536001000401,Cope 1861,CROCODYLIDAE,CROCODILIA
GHF,,False gharial,Tomistoma schlegelii,False gharial,Faux gavial,,,,,73,Tomistoma schlegelii,536001000501,(Müller 1838),CROCODYLIDAE,CROCODILIA
GVG,,Gharial,Gavialis gangeticus,Gharial,,,,,,73,Gavialis gangeticus,536001000601,(Gmelin 1789),CROCODYLIDAE,CROCODILIA
MHW,,Black caiman,Melanosuchus niger,Black caiman,,,,,,73,Melanosuchus niger,536001000701,(Spix 1825),CROCODYLIDAE,CROCODILIA
UCB,,Cuvier's Dwarf caiman,Paleosuchus palpebrosus,Cuvier's Dwarf caiman,,,,,,73,Paleosuchus palpebrosus,536001000801,(Cuvier 1807),CROCODYLIDAE,CROCODILIA
UCI,,Smooth-fronted caiman,Paleosuchus trigonatus,Smooth-fronted caiman,,,,,,73,Paleosuchus trigonatus,536001000802,(Schneider 1801),CROCODYLIDAE,CROCODILIA
CRO,,Crocodiles and alligators nei,Crocodylidae,Crocodiles and alligators nei,Crocodiles et alligators nca,Cocodrilos y aligátores nep,,,,73,Crocodylidae,5360010XXXXX,,CROCODYLIDAE,CROCODILIA
KOJ,,Ciona,Ciona intestinalis,Ciona,Cione,Budell,سْيُونة,玻璃海蛸,,74,Ciona intestinalis,696001000101,(Linnaeus 1767),CIONIDAE,ASCIDIACEA
KOH,,,Ciona edwardsi,,,,,,,74,Ciona edwardsi,696001000102,Roule 1884,CIONIDAE,ASCIDIACEA
KJO,,,Ciona fascilularis,,,,,,,74,Ciona fascilularis,696001000103,Hancock 1870,CIONIDAE,ASCIDIACEA
KJP,,,Ciona gelatinosa,,,,,,,74,Ciona gelatinosa,696001000104,Bonnevie 1896,CIONIDAE,ASCIDIACEA
KJQ,,,Ciona imperfecta,,,,,,,74,Ciona imperfecta,696001000105,Monniot C. & Monniot F. 1977,CIONIDAE,ASCIDIACEA
KJR,,,Ciona mollis,,,,,,,74,Ciona mollis,696001000106,Ritter 1907,CIONIDAE,ASCIDIACEA
KJS,,,Ciona savignyi,,,,,,,74,Ciona savignyi,696001000107,Herdman 1882,CIONIDAE,ASCIDIACEA
YEK,,,Styela clava,,Violet pédoncule,,,柄海鞘,,74,Styela clava,696002000101,Herdman 1881,STYELIDAE,ASCIDIACEA
YEQ,,Pleated sea squirt,Styela plicata,Pleated sea squirt,,,يطاطس البحر,褶柄海鞘,,74,Styela plicata,696002000102,(Lesueur 1823),STYELIDAE,ASCIDIACEA
YXL,,,Styela nordenskjoeldi,,,,,,,74,Styela nordenskjoeldi,696002000103,Michaelsen 1898,STYELIDAE,ASCIDIACEA
YEV,,Sea squirt,Cnemidocarpa bicornuta,Sea squirt,,,,,,74,Cnemidocarpa bicornuta,696002000201,(Sluiter 1900),STYELIDAE,ASCIDIACEA
YKV,,,Cnemidocarpa verrucosa,,,,,,,74,Cnemidocarpa verrucosa,696002000202,(Lesson 1830),STYELIDAE,ASCIDIACEA
OUV,,,Oligocarpa megalorchis,,,,,,,74,Oligocarpa megalorchis,696002000301,Hartmeyer 1911,STYELIDAE,ASCIDIACEA
ZDC,,Star squirt,Botryllus schlosseri,Star squirt,Botrylle étoilé,,,,,74,Botryllus schlosseri,696002000401,(Pallas 1766),STYELIDAE,ASCIDIACEA
AXJ,,,Ascidia challengeri,,,,,,,74,Ascidia challengeri,696003000101,Herdman 1882,ASCIDIIDAE,ASCIDIACEA
AZW,,,Ascidia mentula,,,,,,,74,Ascidia mentula,696003000102,Müller 1776,ASCIDIIDAE,ASCIDIACEA
DTQ,,,Ascidia virginea,,,,,,,74,Ascidia virginea,696003000103,Müller 1776,ASCIDIIDAE,ASCIDIACEA
DUV,,Dirty sea-squirt,Ascidiella aspersa,Dirty sea-squirt,Ascidie sale,,,,,74,Ascidiella aspersa,696003000201,(Müller 1776),ASCIDIIDAE,ASCIDIACEA
DUQ,,Hairy sea-squirt,Ascidiella scabra,Hairy sea-squirt,Ascidie rugueuse,,,,,74,Ascidiella scabra,696003000202,(Müller 1776),ASCIDIIDAE,ASCIDIACEA
QWD,,,Tylobranchion speciosum,,,,,,,74,Tylobranchion speciosum,696004000101,Herdman 1886,DIAZONIDAE,ASCIDIACEA
QYB,,,Sycozoa sigillinoides,,,,,,,74,Sycozoa sigillinoides,696005000101,Lesson 1830,HOLOZOIDAE,ASCIDIACEA
AXU,,,Aplidiopsis discoveryi,,,,,,,74,Aplidiopsis discoveryi,696006000101,Millar 1960,POLYCLINIDAE,ASCIDIACEA
AZY,,,Polyclinum aurantium,,,,,,,74,Polyclinum aurantium,696006000201,Milne Edwards 1841,POLYCLINIDAE,ASCIDIACEA
EGZ,,,Eugyra kerguelenensis,,,,,,,74,Eugyra kerguelenensis,696007000101,Herdman 1881,MOLGULIDAE,ASCIDIACEA
MVV,,,Molgula kerguelenensis,,,,,,,74,Molgula kerguelenensis,696007000201,Kott 1954,MOLGULIDAE,ASCIDIACEA
MVW,,,Molgula malvinensis,,,,,,,74,Molgula malvinensis,696007000202,Arnback 1938,MOLGULIDAE,ASCIDIACEA
MVZ,,,Molgula pedunculata,,,,,,,74,Molgula pedunculata,696007000203,Herdman 1881,MOLGULIDAE,ASCIDIACEA
MWB,,,Molgula sluiteri,,,,,,,74,Molgula sluiteri,696007000204,(Michaelsen 1922),MOLGULIDAE,ASCIDIACEA
HYZ,,Red oyas,Halocynthia roretzi,Red oyas,,,,,,74,Halocynthia roretzi,696009000101,(Drasche 1884),PYURIDAE,ASCIDIACEA
SSR,,Red bait,Pyura stolonifera,Red bait,,,,,,74,Pyura stolonifera,696009000501,(Heller 1878),PYURIDAE,ASCIDIACEA
SSE,,Red sea squirt,Pyura chilensis,Red sea squirt,Violet chilien,Piure chileno,,,,74,Pyura chilensis,696009000502,Molina 1782,PYURIDAE,ASCIDIACEA
YAQ,,,Pyura praeputialis,,,,,,,74,Pyura praeputialis,696009000503,(Heller 1878),PYURIDAE,ASCIDIACEA
WBO,,Sea potato,Boltenia ovifera,Sea potato,Patate de mer,Patata de mar,,,,74,Boltenia ovifera,696009000601,(Linnaeus 1767),PYURIDAE,ASCIDIACEA
SSG,,Grooved sea squirt,Microcosmus vulgaris,Grooved sea squirt,Violet,Provecho,البنفسجي,沟微饰海鞘,,74,Microcosmus vulgaris,696009003701,(Coquebert 1797),PYURIDAE,ASCIDIACEA
MVL,,Rock violet,Microcosmus polymorphus,Rock violet,Violet de roche,Violeta de roca,بنفسجي الصَّخرة,多形饰海鞘,,74,Microcosmus polymorphus,696009003703,Heller 1877,PYURIDAE,ASCIDIACEA
MWV,,Grooved sea squirt,Microcosmus sabatieri,Grooved sea squirt,,,,,,74,Microcosmus sabatieri,696009003704,Roule 1885,PYURIDAE,ASCIDIACEA
MWW,,Sea squirts nei,Microcosmus spp,Sea squirts nei,,,,,,74,Microcosmus spp,6960090037XX,Heller 1877,PYURIDAE,ASCIDIACEA
BVW,,Light-bulb sea squirt,Clavelina lepadiformis,Light-bulb sea squirt,Clochette de cristal,Ascidia bombilla,,,,74,Clavelina lepadiformis,696010000101,"(Müller, 1776)",CLAVELINIDAE,ASCIDIACEA
SSX,,Sea squirts nei,Ascidiacea,Sea squirts nei,Ascidiens nca,Ascidias nep,,,Асцидии,74,Ascidiacea,6960XXXXXXXX,,,ASCIDIACEA
QHS,,,Salpa spp,,,,,,,74,Salpa spp,6970010001XX,Forskål 1775,SALPIDAE,THALIACEA
SPX,,Salps,Salpidae,Salps,Salpes,,,,,74,Salpidae,6970010XXXXX,,SALPIDAE,THALIACEA
QBJ,,,Pyrosoma atlanticum,,,,,,,74,Pyrosoma atlanticum,697002000101,Péron 1804,PYROSOMATIDAE,THALIACEA
DLZ,,,Dolioletta spp,,,,,,,74,Dolioletta spp,6970030001XX,sensu Garstang 1933,DOLIOLIDAE,THALIACEA
QHF,,,Oikopleura (Coecaria) fusiformis,,,,,,,74,Oikopleura (Coecaria) fusiformis,698001000101,Fol 1872,OIKOPLEURIDAE,APPENDICULARIA
QHG,,,Oikopleura (Vexillaria) gorskyi,,,,,,,74,Oikopleura (Vexillaria) gorskyi,698001000102,Flood 2000,OIKOPLEURIDAE,APPENDICULARIA
QHH,,,Oikopleura (Vexillaria) labradoriensis,,,,,,,74,Oikopleura (Vexillaria) labradoriensis,698001000103,Lohmann 1892,OIKOPLEURIDAE,APPENDICULARIA
QHJ,,,Oikopleura (Vexillaria) parva,,,,,,,74,Oikopleura (Vexillaria) parva,698001000104,Lohmann 1896,OIKOPLEURIDAE,APPENDICULARIA
QHK,,,Oikopleura (Vexillaria) villafrancae,,,,,,,74,Oikopleura (Vexillaria) villafrancae,698001000105,Fenaux 1992,OIKOPLEURIDAE,APPENDICULARIA
QHM,,,Oikopleura (Vexillaria) dioica,,,,,,,74,Oikopleura (Vexillaria) dioica,698001000106,Fol 1872,OIKOPLEURIDAE,APPENDICULARIA
QHN,,,Oikopleura (Coecaria) longicauda,,,,,,,74,Oikopleura (Coecaria) longicauda,698001000107,(Vogt 1854),OIKOPLEURIDAE,APPENDICULARIA
QHQ,,,Oikopleura (Vexillaria) vanhoeffeni,,,,,,,74,Oikopleura (Vexillaria) vanhoeffeni,698001000108,Lohmann 1896,OIKOPLEURIDAE,APPENDICULARIA
QDH,,,Colossendeis enigmatica,,,,,,,75,Colossendeis enigmatica,655001000101,Turpaeva 1974,COLOSSENDEIDAE,PYCNOGONIDA
QDI,,,Colossendeis robusta,,,,,,,75,Colossendeis robusta,655001000102,Hoek 1881,COLOSSENDEIDAE,PYCNOGONIDA
QDX,,Giant sea spiders nei,Colossendeis spp,Giant sea spiders nei,,,,,,75,Colossendeis spp,6550010001XX,,COLOSSENDEIDAE,PYCNOGONIDA
AVK,,,Austrodecus simulans,,,,,,,75,Austrodecus simulans,655002000101,Stock 1957,AUSTRODECIDAE,PYCNOGONIDA
AXK,,,Austropallene brachyura,,,,,,,75,Austropallene brachyura,655003000101,(Bouvier 1911),CALLIPALLENIDAE,PYCNOGONIDA
OTZ,,,Oropallene dimorpha,,,,,,,75,Oropallene dimorpha,655003000201,(Hoek 1898),CALLIPALLENIDAE,PYCNOGONIDA
QAJ,,,Pseudopallene glutus,,,,,,,75,Pseudopallene glutus,655003000301,Pushkin 1975,CALLIPALLENIDAE,PYCNOGONIDA
DZE,,,Decolopoda australis,,,,,,,75,Decolopoda australis,655003000401,Eights 1835,CALLIPALLENIDAE,PYCNOGONIDA
YXN,,,Callipallene brevirostris,,,,,,,75,Callipallene brevirostris,655003000501,"(Johnston, 1837)",CALLIPALLENIDAE,PYCNOGONIDA
NYJ,,,Nymphon brachyrhynchum,,,,,,,75,Nymphon brachyrhynchum,655004000101,Hoek 1881,NYMPHONIDAE,PYCNOGONIDA
NJQ,,Elegant sea spider,Nymphon brevirostre,Elegant sea spider,,,,,,75,Nymphon brevirostre,655004000102,Hodge 1863,NYMPHONIDAE,PYCNOGONIDA
OWH,,,Pallenopsis vanhoeffeni,,,,,,,75,Pallenopsis vanhoeffeni,655005000101,Hodgson 1915,PALLENOPSIDAE,PYCNOGONIDA
QUG,,,Pycnogonum litorale,,,,,,,75,Pycnogonum litorale,655006000101,(Strøm 1762),PYCNOGONIDAE,PYCNOGONIDA
PWJ,,Sea spiders,Pycnogonida,Sea spiders,,,,,,75,Pycnogonida,6550XXXXXXXX,,,PYCNOGONIDA
HSC,,Horseshoe crab,Limulus polyphemus,Horseshoe crab,Limule,Límulo(=Cangrejo cacerola),,,,75,Limulus polyphemus,656001000102,(Linnaeus 1758),LIMULIDAE,XIPHOSURA
WYP,,Tri-spine horseshoe crab,Tachypleus tridentatus,Tri-spine horseshoe crab,,,,三刺鲎,,75,Tachypleus tridentatus,656001000201,(Leach 1819),LIMULIDAE,XIPHOSURA
BWU,,Mangrove horseshoe crab,Carcinoscorpius rotundicauda,Mangrove horseshoe crab,Limule des mangroves,,,,,75,Carcinoscorpius rotundicauda,656001000301,(Latreille 1802),LIMULIDAE,XIPHOSURA
ECH,,Echinoderms,Echinodermata,Echinoderms,"Oursins, bèches-de-mer","Erizos, cohombros de mar",,,,76,Echinodermata,6890XXXXXXXX,,,ECHINODERMATA
STH,,Red starfish,Asterias rubens,Red starfish,Étoile de mer rouge,Estrella de mar roja,,,,76,Asterias rubens,691005000101,(Linneaus 1758),ASTERIIDAE,ASTEROIDEA
DBT,,Cat's-foot star,Cosmasterias dyscrita,Cat's-foot star,,,,,,76,Cosmasterias dyscrita,691005000201,H.L. Clark 1916,ASTERIIDAE,ASTEROIDEA
RXQ,,Cross-fish,Sclerasterias mollis,Cross-fish,,,,,,76,Sclerasterias mollis,691005000301,(Hutton 1872),ASTERIIDAE,ASTEROIDEA
