code,uri,label,definition,name_en,name_fr,name_es,name_ar,name_cn,name_ru,isscaap_group_code,taxon_scientific_name,taxon_code,taxon_author,taxon_family,taxon_order
RFT,,Starry skate,Beringraja stellulata,Starry skate,,,,,,38,Beringraja stellulata,110501000206,(Jordan & Gilbert 1880),RAJIDAE,RAJIFORMES
BVO,,,Breviraja colesi,,,,,,,38,Breviraja colesi,110501000301,Bigelow & Schroeder 1948,RAJIDAE,RAJIFORMES
BVS,,,Breviraja spinosa,,,,,,,38,Breviraja spinosa,110501000302,Bigelow & Schroeder 1950,RAJIDAE,RAJIFORMES
JRR,,,Dactylobatus clarkii,,,,,,,38,Dactylobatus clarkii,110501000401,(Bigelow & Schroeder 1958),RAJIDAE,RAJIFORMES
JRU,,Sydney skate,Dentiraja australis,Sydney skate,,,,,,38,Dentiraja australis,110501000501,(Macleay 1884),RAJIDAE,RAJIFORMES
JRV,,White-spotted skate,Dentiraja cerva,White-spotted skate,,,,,,38,Dentiraja cerva,110501000502,(Whitley 1939),RAJIDAE,RAJIFORMES
JFM,,Thornback skate,Dentiraja lemprieri,Thornback skate,,,,,,38,Dentiraja lemprieri,110501000503,(Richardson 1845),RAJIDAE,RAJIFORMES
JFP,,Argus skate,Dentiraja polyommata,Argus skate,,,,,,38,Dentiraja polyommata,110501000504,(Ogilby 1910),RAJIDAE,RAJIFORMES
RJB,,Blue skate,Dipturus batis,Blue skate,Pocheteau gris,Noriega,,,,38,Dipturus batis,110501000601,(Linnaeus 1758),RAJIDAE,RAJIFORMES
JRL,,Bullis skate,Dipturus bullisi,Bullis skate,Raie de Bullis,,,,,38,Dipturus bullisi,110501000602,(Bigelow & Schroeder 1962),RAJIDAE,RAJIFORMES
JRM,,Blackspot skate,Dipturus campbelli,Blackspot skate,,,,,,38,Dipturus campbelli,110501000603,(Wallace 1967),RAJIDAE,RAJIFORMES
DPV,,Yellownose skate,Dipturus chilensis,Yellownose skate,,Raya hocicuda,,,,38,Dipturus chilensis,110501000604,(Guichenot 1848),RAJIDAE,RAJIFORMES
JFD,,Violet skate,Dipturus doutrei,Violet skate,,,,,,38,Dipturus doutrei,110501000605,(Cadenat 1960),RAJIDAE,RAJIFORMES
JFI,,,Dipturus gigas,,,,,,,38,Dipturus gigas,110501000606,(Ishiyama 1958),RAJIDAE,RAJIFORMES
JFU,,Greenback skate,Dipturus gudgeri,Greenback skate,,,,,,38,Dipturus gudgeri,110501000607,(Whitley 1940),RAJIDAE,RAJIFORMES
DPQ,,New Zealand smooth skate,Dipturus innominatus,New Zealand smooth skate,,,,,,38,Dipturus innominatus,110501000608,(Garrick & Paul 1974),RAJIDAE,RAJIFORMES
DRJ,,Flapper skate,Dipturus intermedius,Flapper skate,,,,,,38,Dipturus intermedius,110501000609,(Parnell 1837),RAJIDAE,RAJIFORMES
JFJ,,,Dipturus johannisdavisi,,,,,,,38,Dipturus johannisdavisi,110501000610,(Alcock 1899),RAJIDAE,RAJIFORMES
RJL,,Barndoor skate,Dipturus laevis,Barndoor skate,Grande raie,,,,,38,Dipturus laevis,110501000611,(Mitchill 1818),RAJIDAE,RAJIFORMES
JFA,,Rattail skate,Dipturus lanceorostratus,Rattail skate,,,,,,38,Dipturus lanceorostratus,110501000612,(Wallace 1967),RAJIDAE,RAJIFORMES
JRC,,,Dipturus macrocauda,,,,,,,38,Dipturus macrocauda,110501000613,(Ishiyama 1955),RAJIDAE,RAJIFORMES
JAT,,Rough skate,Dipturus nasutus,Rough skate,,,,,,38,Dipturus nasutus,110501000614,(Banks 1841),RAJIDAE,RAJIFORMES
JAD,,Norwegian skate,Dipturus nidarosiensis,Norwegian skate,Pocheteau de Norvège,Raya noruega,,,,38,Dipturus nidarosiensis,110501000615,(Storm 1881),RAJIDAE,RAJIFORMES
JAO,,Spreadfin skate,Dipturus olseni,Spreadfin skate,,,,,,38,Dipturus olseni,110501000616,(Bigelow & Schroeder 1951),RAJIDAE,RAJIFORMES
RJO,,Longnosed skate,Dipturus oxyrinchus,Longnosed skate,Pocheteau noir,Raya picuda,,,,38,Dipturus oxyrinchus,110501000617,(Linnaeus 1758),RAJIDAE,RAJIFORMES
JAL,,Slime skate,Dipturus pullopunctatus,Slime skate,,,,,,38,Dipturus pullopunctatus,110501000618,(Smith 1964),RAJIDAE,RAJIFORMES
RFS,,Roughbelly skate,Dipturus springeri,Roughbelly skate,,,,,,38,Dipturus springeri,110501000619,(Wallace 1967),RAJIDAE,RAJIFORMES
RFY,,Prow-nose skate,Dipturus stenorhynchus,Prow-nose skate,,,,,,38,Dipturus stenorhynchus,110501000620,(Wallace 1967),RAJIDAE,RAJIFORMES
JAB,,Prickly brown ray,Dipturus teevani,Prickly brown ray,,,,,,38,Dipturus teevani,110501000621,(Bigelow & Schroeder 1951),RAJIDAE,RAJIFORMES
JAE,,,Dipturus tengu,,,,,,,38,Dipturus tengu,110501000622,(Jordan & Fowler 1903),RAJIDAE,RAJIFORMES
RJI,,Sandy ray,Leucoraja circularis,Sandy ray,Raie circulaire,Raya falsa vela,شفنين بحري دائرية,圆盘鳐,,38,Leucoraja circularis,110501000701,(Couch 1838),RAJIDAE,RAJIFORMES
JRJ,,,Leucoraja compagnoi,,,,,,,38,Leucoraja compagnoi,110501000702,(Stehmann 1995),RAJIDAE,RAJIFORMES
RJD,,Little skate,Leucoraja erinacea,Little skate,Raie hérisson,,,,,38,Leucoraja erinacea,110501000703,(Mitchill 1852),RAJIDAE,RAJIFORMES
RJF,,Shagreen ray,Leucoraja fullonica,Shagreen ray,Raie chardon,Raya cardadora,,,,38,Leucoraja fullonica,110501000704,Linnaeus 1758,RAJIDAE,RAJIFORMES
JFG,,Freckled skate,Leucoraja garmani,Freckled skate,,,,,,38,Leucoraja garmani,110501000705,(Whitley 1939),RAJIDAE,RAJIFORMES
JFS,,,Leucoraja lentiginosa,,,,,,,38,Leucoraja lentiginosa,110501000706,(Bigelow & Schroeder 1951),RAJIDAE,RAJIFORMES
JFX,,,Leucoraja leucosticta,,,,,,,38,Leucoraja leucosticta,110501000707,(Stehmann 1971),RAJIDAE,RAJIFORMES
JAM,,Maltese ray,Leucoraja melitensis,Maltese ray,,,,,,38,Leucoraja melitensis,110501000708,(Clark 1926),RAJIDAE,RAJIFORMES
RJN,,Cuckoo ray,Leucoraja naevus,Cuckoo ray,Raie fleurie,Raya santiguesa,,,,38,Leucoraja naevus,110501000709,(Müller & Henle 1841),RAJIDAE,RAJIFORMES
RJT,,Winter skate,Leucoraja ocellata,Winter skate,Raie tachetée,,,,,38,Leucoraja ocellata,110501000710,(Mitchill 1815),RAJIDAE,RAJIFORMES
JAK,,Yellowspotted skate,Leucoraja wallacei,Yellowspotted skate,,,,,,38,Leucoraja wallacei,110501000711,(Hulley 1970),RAJIDAE,RAJIFORMES
JFT,,Krefft's ray,Malacoraja kreffti,Krefft's ray,Raie de Krefft,Raya de Krefft,,,,38,Malacoraja kreffti,110501000801,(Stehmann 1978),RAJIDAE,RAJIFORMES
RJS,,Smooth skate,Malacoraja senta,Smooth skate,Raie lisse américaine,Raya lisa norteamericana,,,,38,Malacoraja senta,110501000802,(Garman 1885),RAJIDAE,RAJIFORMES
RJP,,Soft skate,Malacoraja spinacidermis,Soft skate,Raie peau hérissée,Raya piel áspera,,,,38,Malacoraja spinacidermis,110501000803,(Barnard 1923),RAJIDAE,RAJIFORMES
RNA,,,Neoraja africana,,,,,,,38,Neoraja africana,110501000901,(Stehmann & Seret 1983),RAJIDAE,RAJIFORMES
RNS,,African pygmy skate,Neoraja stehmanni,African pygmy skate,,,,,,38,Neoraja stehmanni,110501000902,(Hulley 1972),RAJIDAE,RAJIFORMES
BVC,,Blue ray,Neoraja caerulea,Blue ray,,,,,,38,Neoraja caerulea,110501000903,(Stehmann 1976),RAJIDAE,RAJIFORMES
UKM,,Iberian pygmy skate,Neoraja iberica,Iberian pygmy skate,,,,,,38,Neoraja iberica,110501000904,"Stehmann, Séret, Costa & Baro 2008",RAJIDAE,RAJIFORMES
JRO,,,Okamejei boesemani,,,,,,,38,Okamejei boesemani,110501001001,(Ishihara 1987),RAJIDAE,RAJIFORMES
JFH,,,Okamejei heemstrai,,,,,,,38,Okamejei heemstrai,110501001002,(McEachran & Fechhelm 1982),RAJIDAE,RAJIFORMES
JFO,,,Okamejei hollandi,,,,,,,38,Okamejei hollandi,110501001003,(Jordan & Richardson 1909),RAJIDAE,RAJIFORMES
JFK,,,Okamejei kenojei,,,,,,,38,Okamejei kenojei,110501001004,(Müller & Henle 1841),RAJIDAE,RAJIFORMES
JFZ,,,Okamejei meerdervoortii,,,,,,,38,Okamejei meerdervoortii,110501001005,(Bleeker 1860),RAJIDAE,RAJIFORMES
JFC,,,Okamejei schmidti,,,,,,,38,Okamejei schmidti,110501001006,(Ishiyama 1958),RAJIDAE,RAJIFORMES
JAW,,,Orbiraja powelli,,,,,,,38,Orbiraja powelli,110501001101,(Alcock 1898),RAJIDAE,RAJIFORMES
JRA,,,Raja acutispina,,,,,,,38,Raja acutispina,110501001201,Ishiyama 1958,RAJIDAE,RAJIFORMES
JRS,,Mediterranean starry ray,Raja asterias,Mediterranean starry ray,Raie étoilée,Raya estrellada,شِفنين بحري مُكَوْكَبة,星斑鳐,,38,Raja asterias,110501001202,Delaroche 1809,RAJIDAE,RAJIFORMES
RJH,,Blonde ray,Raja brachyura,Blonde ray,Raie lisse,Raya boca de rosa,شِفنين بحري مَلْسَة,短尾鳐,,38,Raja brachyura,110501001203,Lafont 1873,RAJIDAE,RAJIFORMES
RJC,,Thornback ray,Raja clavata,Thornback ray,Raie bouclée,Raya de clavos,,,Лисица морская (=скат колючий),38,Raja clavata,110501001206,Linnaeus 1758,RAJIDAE,RAJIFORMES
JFW,,,Raja herwigi,,,,,,,38,Raja herwigi,110501001207,Krefft 1965,RAJIDAE,RAJIFORMES
JFY,,Madeiran ray,Raja maderensis,Madeiran ray,Raie de Madère,Raya de Madeira,,,,38,Raja maderensis,110501001208,Lowe 1838,RAJIDAE,RAJIFORMES
JRF,,African ray,Raja mauritaniensis,African ray,,,,,,38,Raja mauritaniensis,110501001209,White & Fricke 2021,RAJIDAE,RAJIFORMES
RJE,,Small-eyed ray,Raja microocellata,Small-eyed ray,Raie mêlée,Raya colorada,شِفنين بحري مَمزُوجة,小睛斑鳐,,38,Raja microocellata,110501001210,Montagu 1818,RAJIDAE,RAJIFORMES
JAI,,Brown ray,Raja miraletus,Brown ray,Raie miroir,Raya de espejos,,,,38,Raja miraletus,110501001211,Linnaeus 1758,RAJIDAE,RAJIFORMES
RJM,,Spotted ray,Raja montagui,Spotted ray,Raie douce,Raya pintada,,,,38,Raja montagui,110501001212,Fowler 1910,RAJIDAE,RAJIFORMES
JRP,,,Raja pita,,,,,,,38,Raja pita,110501001213,Fricke & Al-Hassan 1995,RAJIDAE,RAJIFORMES
JAY,,Speckled ray,Raja polystigma,Speckled ray,,,,,,38,Raja polystigma,110501001214,Regan 1923,RAJIDAE,RAJIFORMES
JAR,,Rough ray,Raja radula,Rough ray,Raie rape,,,,,38,Raja radula,110501001215,Delaroche 1809,RAJIDAE,RAJIFORMES
RFL,,Spotted skate,Raja straeleni,Spotted skate,,,,,,38,Raja straeleni,110501001216,Poll 1951,RAJIDAE,RAJIFORMES
RJU,,Undulate ray,Raja undulata,Undulate ray,Raie brunette,Raya mosaica,شِفنين بحري أسمرة,波鳐,,38,Raja undulata,110501001217,Lacépède 1802,RAJIDAE,RAJIFORMES
SKA,,Raja rays nei,Raja spp,Raja rays nei,Pocheteaux et raies raja nca,Rayas raja nep,,,Скаты ромбовые,38,Raja spp,1105010012XX,,RAJIDAE,RAJIFORMES
JRN,,,Rajella annandalei,,,,,,,38,Rajella annandalei,110501001301,(Weber 1913),RAJIDAE,RAJIFORMES
JRE,,Bigthorn skate,Rajella barnardi,Bigthorn skate,Raie grand épine,Raya de grande espina,,,,38,Rajella barnardi,110501001302,(Norman 1935),RAJIDAE,RAJIFORMES
JRH,,Deep-water ray,Rajella bathyphila,Deep-water ray,,,,,,38,Rajella bathyphila,110501001303,(Holt & Byrne 1908),RAJIDAE,RAJIFORMES
JRW,,Bigelow's ray,Rajella bigelowi,Bigelow's ray,,,,,,38,Rajella bigelowi,110501001304,(Stehmann 1978),RAJIDAE,RAJIFORMES
JRD,,Munchskin skate,Rajella caudaspinosa,Munchskin skate,,,,,,38,Rajella caudaspinosa,110501001305,(Von Bonde & Swart 1923),RAJIDAE,RAJIFORMES
JRQ,,Ghost skate,Rajella dissimilis,Ghost skate,,,,,,38,Rajella dissimilis,110501001306,(Hulley 1970),RAJIDAE,RAJIFORMES
JFF,,,Rajella fuliginea,,,,,,,38,Rajella fuliginea,110501001307,(Bigelow & Schroeder 1954),RAJIDAE,RAJIFORMES
RJY,,Round ray,Rajella fyllae,Round ray,Raie ronde,Raya redonda,شِفنين بحري دوريّة,叶鳐,,38,Rajella fyllae,110501001308,(Lütken 1887),RAJIDAE,RAJIFORMES
RJV,,,Rajella kukujevi,,,,,,,38,Rajella kukujevi,110501001309,(Dolganov 1985),RAJIDAE,RAJIFORMES
JFV,,Leopard skate,Rajella leopardus,Leopard skate,,,,,,38,Rajella leopardus,110501001310,(Bonde & Swart 1923),RAJIDAE,RAJIFORMES
RJK,,Sailray,Rajella lintea,Sailray,Raie voile,Raya vela,شِفنين بحري حِجاب,麻鳐,,38,Rajella lintea,110501001311,Fries 1838,RAJIDAE,RAJIFORMES
JAV,,,Rajella purpuriventralis,,,,,,,38,Rajella purpuriventralis,110501001312,(Bigelow & Schroeder 1962),RAJIDAE,RAJIFORMES
RFV,,Smoothback skate,Rajella ravidula,Smoothback skate,,,,,,38,Rajella ravidula,110501001313,(Hulley 1970),RAJIDAE,RAJIFORMES
JRK,,Ocellate skate,Rostroraja ackleyi,Ocellate skate,,,,,,38,Rostroraja ackleyi,110501001401,(Garman 1881),RAJIDAE,RAJIFORMES
RJA,,White skate,Rostroraja alba,White skate,Raie blanche,Raya bramante,شِنين بحري بيضاء,矛吻鳐,,38,Rostroraja alba,110501001402,(Lacépède 1803),RAJIDAE,RAJIFORMES
JRG,,Finspot ray,Rostroraja cervigoni,Finspot ray,,,,,,38,Rostroraja cervigoni,110501001403,(Bigelow & Schroeder 1964),RAJIDAE,RAJIFORMES
JFE,,Clearnose skate,Rostroraja eglanteria,Clearnose skate,,,,,,38,Rostroraja eglanteria,110501001404,(Bosc 1800),RAJIDAE,RAJIFORMES
JFQ,,Ecuatorial ray,Rostroraja equatorialis,Ecuatorial ray,,,,,,38,Rostroraja equatorialis,110501001405,(Jordan & Bollman 1890),RAJIDAE,RAJIFORMES
JAF,,Roundel skate,Rostroraja texana,Roundel skate,,,,,,38,Rostroraja texana,110501001406,(Chandler 1921),RAJIDAE,RAJIFORMES
JAG,,Velez ray,Rostroraja velezi,Velez ray,,,,,,38,Rostroraja velezi,110501001407,(Chirichigno F. 1973),RAJIDAE,RAJIFORMES
JAZ,,Wedgenose skate,Spiniraja whitleyi,Wedgenose skate,,,,,,38,Spiniraja whitleyi,110501001501,(Iredale 1938),RAJIDAE,RAJIFORMES
RAJ,,Rays and skates nei,Rajidae,Rays and skates nei,Rajidés nca,Rayidos nep,,,,38,Rajidae,1105010XXXXX,,RAJIDAE,RAJIFORMES
BYF,,Alaska skate,Arctoraja parmifera,Alaska skate,,,,,,38,Arctoraja parmifera,110502000101,(Bean 1881),ARHYNCHOBATIDAE,RAJIFORMES
BYK,,,Arctoraja simoterus,,,,,,,38,Arctoraja simoterus,110502000102,(Ishiyama 1967),ARHYNCHOBATIDAE,RAJIFORMES
BYX,,,Arctoraja smirnovi,,,,,,,38,Arctoraja smirnovi,110502000103,(Soldatov & Pavlenko 1915),ARHYNCHOBATIDAE,RAJIFORMES
RAY,,Longtail skate,Arhynchobatis asperrimus,Longtail skate,,,,,,38,Arhynchobatis asperrimus,110502000201,Waite 1909,ARHYNCHOBATIDAE,RAJIFORMES
JRT,,Spotback skate,Atlantoraja castelnaui,Spotback skate,,Raya a lunares,,,,38,Atlantoraja castelnaui,110502000301,(Miranda-Ribeiro 1907),ARHYNCHOBATIDAE,RAJIFORMES
JRY,,Eyespot skate,Atlantoraja cyclophora,Eyespot skate,,Raya de círculos,,,,38,Atlantoraja cyclophora,110502000302,(Regan 1903),ARHYNCHOBATIDAE,RAJIFORMES
BYY,,Deep-sea skate,Bathyraja abyssicola,Deep-sea skate,,,,,,38,Bathyraja abyssicola,110502000401,(Gilbert 1896),ARHYNCHOBATIDAE,RAJIFORMES
BYA,,Aleutian skate,Bathyraja aleutica,Aleutian skate,,,,,,38,Bathyraja aleutica,110502000402,(Gilbert 1896),ARHYNCHOBATIDAE,RAJIFORMES
BYV,,,Bathyraja andriashevi,,,,,,,38,Bathyraja andriashevi,110502000403,Dolganov 1983,ARHYNCHOBATIDAE,RAJIFORMES
BZB,,Broadnose skate,Bathyraja brachyurops,Broadnose skate,,Raya de los canales,,,,38,Bathyraja brachyurops,110502000404,(Fowler 1910),ARHYNCHOBATIDAE,RAJIFORMES
BYD,,,Bathyraja diplotaenia,,,,,,,38,Bathyraja diplotaenia,110502000406,(Ishiyama 1952),ARHYNCHOBATIDAE,RAJIFORMES
BEA,,Eaton's skate,Bathyraja eatonii,Eaton's skate,Raie d'Eaton,Raya de Eaton,,,Скат Итона глубоководный,38,Bathyraja eatonii,110502000407,(Günther 1876),ARHYNCHOBATIDAE,RAJIFORMES
BYG,,,Bathyraja griseocauda,,,,,,,38,Bathyraja griseocauda,110502000408,(Norman 1937),ARHYNCHOBATIDAE,RAJIFORMES
BYH,,,Bathyraja hesperafricana,,,,,,,38,Bathyraja hesperafricana,110502000409,Stehmann 1995,ARHYNCHOBATIDAE,RAJIFORMES
BYI,,Sandpaper skate,Bathyraja interrupta,Sandpaper skate,,,,,,38,Bathyraja interrupta,110502000410,(Gill & Townsend 1897),ARHYNCHOBATIDAE,RAJIFORMES
BYR,,Kerguelen sandpaper skate,Bathyraja irrasa,Kerguelen sandpaper skate,Raie rugueuse,Raya rugosa,,,,38,Bathyraja irrasa,110502000411,Hureau & Ozouf-Costaz 1980,ARHYNCHOBATIDAE,RAJIFORMES
BYT,,,Bathyraja isotrachys,,,,,,,38,Bathyraja isotrachys,110502000412,(Günther 1877),ARHYNCHOBATIDAE,RAJIFORMES
BYL,,Commander skate,Bathyraja lindbergi,Commander skate,,,,,,38,Bathyraja lindbergi,110502000413,Ishiyama & Ishihara 1977,ARHYNCHOBATIDAE,RAJIFORMES
BAM,,McCain's skate,Bathyraja maccaini,McCain's skate,Raie de McCain,Raya de McCain,,,Скат Маккейна,38,Bathyraja maccaini,110502000414,Springer 1971,ARHYNCHOBATIDAE,RAJIFORMES
BZM,,Patagonian skate,Bathyraja macloviana,Patagonian skate,,Raya espinosa,,,,38,Bathyraja macloviana,110502000415,(Norman 1937),ARHYNCHOBATIDAE,RAJIFORMES
BYM,,,Bathyraja matsubarai,,,,,,,38,Bathyraja matsubarai,110502000416,(Ishiyama 1952),ARHYNCHOBATIDAE,RAJIFORMES
BYE,,Dark-belly skate,Bathyraja meridionalis,Dark-belly skate,,,,,,38,Bathyraja meridionalis,110502000417,Stehmann 1987,ARHYNCHOBATIDAE,RAJIFORMES
BYN,,,Bathyraja minispinosa,,,,,,,38,Bathyraja minispinosa,110502000418,Ishiyama & Ishihara 1977,ARHYNCHOBATIDAE,RAJIFORMES
BMU,,Murray's skate,Bathyraja murrayi,Murray's skate,Raie de Murray,Raya de Murray,,,,38,Bathyraja murrayi,110502000419,(Günther 1880),ARHYNCHOBATIDAE,RAJIFORMES
BYO,,,Bathyraja notoroensis,,,,,,,38,Bathyraja notoroensis,110502000420,Ishiyama & Ishihara 1977,ARHYNCHOBATIDAE,RAJIFORMES
BYP,,Pale ray,Bathyraja pallida,Pale ray,Raie pâle,,,,,38,Bathyraja pallida,110502000421,(Forster 1967),ARHYNCHOBATIDAE,RAJIFORMES
BYQ,,Richardson's ray,Bathyraja richardsoni,Richardson's ray,Raie de Richardson,,,,,38,Bathyraja richardsoni,110502000422,(Garrick 1961),ARHYNCHOBATIDAE,RAJIFORMES
BZS,,Cuphead skate,Bathyraja scaphiops,Cuphead skate,,,,,,38,Bathyraja scaphiops,110502000423,(Norman 1937),ARHYNCHOBATIDAE,RAJIFORMES
BYU,,Longnose deep-sea skate,Bathyraja shuntovi,Longnose deep-sea skate,,,,,,38,Bathyraja shuntovi,110502000424,Dolganov 1985,ARHYNCHOBATIDAE,RAJIFORMES
BYZ,,African softnose skate,Bathyraja smithii,African softnose skate,Raie de Smith,Raya de Smith,,,,38,Bathyraja smithii,110502000425,(Müller & Henle 1841),ARHYNCHOBATIDAE,RAJIFORMES
RJQ,,Spinetail ray,Bathyraja spinicauda,Spinetail ray,Raie à queue épineuse,,,,,38,Bathyraja spinicauda,110502000426,(Jensen 1914),ARHYNCHOBATIDAE,RAJIFORMES
BJS,,Spiny skate,Bathyraja spinosissima,Spiny skate,,,,,,38,Bathyraja spinosissima,110502000427,(Beebe & Tee-Van 1941),ARHYNCHOBATIDAE,RAJIFORMES
BJT,,,Bathyraja trachouros,,,,,,,38,Bathyraja trachouros,110502000428,(Ishiyama 1958),ARHYNCHOBATIDAE,RAJIFORMES
BJR,,Roughtail skate,Bathyraja trachura,Roughtail skate,,,,,,38,Bathyraja trachura,110502000429,(Gilbert 1892),ARHYNCHOBATIDAE,RAJIFORMES
BJZ,,,Bathyraja tzinovskii,,,,,,,38,Bathyraja tzinovskii,110502000430,Dolganov 1985,ARHYNCHOBATIDAE,RAJIFORMES
BJV,,Okhotsk skate,Bathyraja violacea,Okhotsk skate,,,,,,38,Bathyraja violacea,110502000431,(Suvorov 1935),ARHYNCHOBATIDAE,RAJIFORMES
BHY,,Bathyraja rays nei,Bathyraja spp,Bathyraja rays nei,Raies Bathyraja nca,Rayas Bathyraja nep,,,,38,Bathyraja spp,1105020004XX,,ARHYNCHOBATIDAE,RAJIFORMES
PJS,,Smooth deep-sea skate,Brochiraja asperula,Smooth deep-sea skate,,,,,,38,Brochiraja asperula,110502000501,(Garrick & Paul 1974),ARHYNCHOBATIDAE,RAJIFORMES
PJF,,Prickly deep-sea skate,Brochiraja spinifera,Prickly deep-sea skate,,,,,,38,Brochiraja spinifera,110502000502,(Garrick & Paul 1974),ARHYNCHOBATIDAE,RAJIFORMES
PJX,,,Insentiraja laxipella,,,,,,,38,Insentiraja laxipella,110502000601,(Yearsley & Last 1992),ARHYNCHOBATIDAE,RAJIFORMES
RNU,,,Insentiraja subtilispinosa,,,,,,,38,Insentiraja subtilispinosa,110502000602,(Stehmann 1989),ARHYNCHOBATIDAE,RAJIFORMES
RIW,,Southern round skate,Irolita waitii,Southern round skate,,,,,,38,Irolita waitii,110502000701,(McCulloch 1911),ARHYNCHOBATIDAE,RAJIFORMES
RNO,,,Notoraja ochroderma,,,,,,,38,Notoraja ochroderma,110502000801,McEachran & Last 1994,ARHYNCHOBATIDAE,RAJIFORMES
RNT,,,Notoraja tobitukai,,,,,,,38,Notoraja tobitukai,110502000802,(Hiyama 1940),ARHYNCHOBATIDAE,RAJIFORMES
PJA,,Allens skate,Pavoraja alleni,Allens skate,,,,,,38,Pavoraja alleni,110502000901,McEachran & Fechhelm 1982,ARHYNCHOBATIDAE,RAJIFORMES
PJN,,Peacock skate,Pavoraja nitida,Peacock skate,,,,,,38,Pavoraja nitida,110502000902,(Günther 1880),ARHYNCHOBATIDAE,RAJIFORMES
QMB,,Blotched sand skate,Psammobatis bergi,Blotched sand skate,,Raya reticulada,,,,38,Psammobatis bergi,110502001001,Marini 1932,ARHYNCHOBATIDAE,RAJIFORMES
QMT,,Shortfin sand skate,Psammobatis normani,Shortfin sand skate,,Raya marrón claro,,,,38,Psammobatis normani,110502001002,McEachran 1983,ARHYNCHOBATIDAE,RAJIFORMES
XMB,,Psammobatis sand skates nei,Psammobatis spp,Psammobatis sand skates nei,,Rayas Psammobatis nep,,,,38,Psammobatis spp,1105020010XX,,ARHYNCHOBATIDAE,RAJIFORMES
RHK,,Dapple-bellied softnose skate,Rhinoraja kujiensis,Dapple-bellied softnose skate,,,,,,38,Rhinoraja kujiensis,110502001101,(Tanaka 1916),ARHYNCHOBATIDAE,RAJIFORMES
RHJ,,,Rhinoraja longicauda,,,,,,,38,Rhinoraja longicauda,110502001102,Ishiyama 1952,ARHYNCHOBATIDAE,RAJIFORMES
RHE,,,Rhinoraja odai,,,,,,,38,Rhinoraja odai,110502001103,Ishiyama 1958,ARHYNCHOBATIDAE,RAJIFORMES
RRW,,Rio skate,Rioraja agassizi,Rio skate,,Raya lisa,,,,38,Rioraja agassizi,110502001201,(Müller & Henle 1841),ARHYNCHOBATIDAE,RAJIFORMES
YAW,,Bignose fanskate,Sympterygia acuta,Bignose fanskate,,Raya marrón oscuro,,,,38,Sympterygia acuta,110502001301,Garman 1877,ARHYNCHOBATIDAE,RAJIFORMES
YBQ,,Smallnose fanskate,Sympterygia bonapartii,Smallnose fanskate,,Raya marmorada,,,,38,Sympterygia bonapartii,110502001302,Müller & Henle 1841,ARHYNCHOBATIDAE,RAJIFORMES
CJA,,Cuban legskate,Cruriraja atlantis,Cuban legskate,,,,,,38,Cruriraja atlantis,110503000101,Bigelow & Schroeder 1948,GURGESIELLIDAE,RAJIFORMES
CJD,,Smoothnose legskate,Cruriraja durbanensis,Smoothnose legskate,,,,,,38,Cruriraja durbanensis,110503000102,(von Bonde & Swart 1923),GURGESIELLIDAE,RAJIFORMES
CJP,,Roughnose legskate,Cruriraja parcomaculata,Roughnose legskate,,,,,,38,Cruriraja parcomaculata,110503000103,(von Bonde & Swart 1923),GURGESIELLIDAE,RAJIFORMES
CJY,,,Cruriraja poeyi,,,,,,,38,Cruriraja poeyi,110503000104,Bigelow & Schroeder 1948,GURGESIELLIDAE,RAJIFORMES
BVA,,,Fenestraja atripinna,,,,,,,38,Fenestraja atripinna,110503000201,(Bigelow & Schroeder 1950),GURGESIELLIDAE,RAJIFORMES
BVU,,,Fenestraja cubensis,,,,,,,38,Fenestraja cubensis,110503000202,(Bigelow & Schroeder 1950),GURGESIELLIDAE,RAJIFORMES
RGS,,,Fenestraja sibogae,,,,,,,38,Fenestraja sibogae,110503000203,(Weber 1913),GURGESIELLIDAE,RAJIFORMES
RGA,,,Gurgesiella atlantica,,,,,,,38,Gurgesiella atlantica,110503000301,(Bigelow & Schroeder 1962),GURGESIELLIDAE,RAJIFORMES
RAU,,Spotted legskate,Anacanthobatis marmoratus,Spotted legskate,,,,斑无鳍鳐,,38,Anacanthobatis marmoratus,110504000101,von Bonde & Swart 1923,ANACANTHOBATIDAE,RAJIFORMES
RAH,,Black legskate,Indobatis ori,Black legskate,,,,,,38,Indobatis ori,110504000201,(Wallace 1967),ANACANTHOBATIDAE,RAJIFORMES
RAM,,,Schroederobatis americana,,,,,,,38,Schroederobatis americana,110504000301,(Bigelow & Schroeder 1962),ANACANTHOBATIDAE,RAJIFORMES
RAO,,,Sinobatis borneensis,,,,,,,38,Sinobatis borneensis,110504000401,(Chan 1965),ANACANTHOBATIDAE,RAJIFORMES
RAN,,,Sinobatis melanosoma,,,,,,,38,Sinobatis melanosoma,110504000402,(Chan 1965),ANACANTHOBATIDAE,RAJIFORMES
SRX,,"Rays, stingrays, mantas nei",Rajiformes,"Rays, stingrays, mantas nei","Raies, pastenagues, mantes nca","Rayas, pastinacas, mantas nep",,,"Скатообразные (скаты, хвостоколы, манты)",38,Rajiformes,1105XXXXXXXX,,,RAJIFORMES
RZS,,,Zanobatus schoenleinii,,,,,,,38,Zanobatus schoenleinii,110801000101,(Müller & Henle 1841),ZANOBATIDAE,MYLIOBATIFORMES
